docId,sentenceId,sentences,all_passives,all_passives_count,binary,res_u,res_com,res_dif,ID,gender,age,comments
49,2,"they conduct ""audits"" of the number of trashcans customers are using, but they way this do this is to just drive around and see how many are in front of each house.",,0,0,1,7,-6,5be74b8dd153f500019a6ace,2,43,no
49,3,there is zero communication about this process.,,0,0,1,7,-6,5be74b8dd153f500019a6ace,2,43,no
49,4,"our street is very crowded, and everyone has to squeeze their trashcans in wherever possible, so the placement of a can isn't indicative of whose it is.",,0,0,1,7,-6,5be74b8dd153f500019a6ace,2,43,no
49,5,"without notice or communication, we were charged for two trashcans; when i called the company, they said they concluded that we had two trash cans instead of the one we pay for, and we were charged double.","['were charged', 'were charged']",2,1,1,7,-6,5be74b8dd153f500019a6ace,2,43,no
49,6,"i said we only use one can, as our service records indicate, and asked how they determined we have more than one.",,0,0,1,7,-6,5be74b8dd153f500019a6ace,2,43,no
49,7,the response was explaining the audit process.,,0,0,1,7,-6,5be74b8dd153f500019a6ace,2,43,no
49,8,"i asked if they thought we stole a can, since they can see that we never requested another can.",,0,0,1,7,-6,5be74b8dd153f500019a6ace,2,43,no
49,9,they wouldn't give me a response.,,0,0,1,7,-6,5be74b8dd153f500019a6ace,2,43,no
49,10,they said they would continue to charge us for two until they did another audit.,,0,0,1,7,-6,5be74b8dd153f500019a6ace,2,43,no
49,11,"i said this was unacceptable, because this situation was their own fault, and it's fraudulent to charge customers for a service they are not providing and which wasn't requested.","[""wasn't requested""]",1,1,1,7,-6,5be74b8dd153f500019a6ace,2,43,no
49,12,"furthermore, i did not trust their audit system since it was clearly inaccurate, and that they ought to have communicated with us before charging us double.",,0,0,1,7,-6,5be74b8dd153f500019a6ace,2,43,no
49,13,their response was that we should write our house number on our can.,,0,0,1,7,-6,5be74b8dd153f500019a6ace,2,43,no
49,14,"we have, in fact, written the house number on the can, but the trash cans they provide are too slick for ink to stick for long (especially given that their drivers knock the cans over, run into them, and leave them in the middle of the road).",,0,0,1,7,-6,5be74b8dd153f500019a6ace,2,43,no
49,15,i had to call our city council person since the city gave our trash contract to this company.,,0,0,1,7,-6,5be74b8dd153f500019a6ace,2,43,no
49,16,"after that , they finally called back and said they would adjust our account to reflect one can and give us a refund on that bill.",,0,0,1,7,-6,5be74b8dd153f500019a6ace,2,43,no
49,17,the whole thing was entirely unacceptable.,,0,0,1,7,-6,5be74b8dd153f500019a6ace,2,43,no
50,1,"my iphone stopped working effectively during the pandemic and the local verizon store said it's because the ""older versions"" of the phone were no longer being supported.",['being supported'],1,1,1,7,-6,5dd299a27f1bbf2a83554ecf,2,44,
50,2,i don't understand how this is legal.,,0,0,1,7,-6,5dd299a27f1bbf2a83554ecf,2,44,
50,3,"i said i don't want to come in during this time (there were no vaccines, people are dying left and right) for an issue where its not my actual phone, but a decison to stop supporting it (i can't recall why this was in their hands and not apple",,0,0,1,7,-6,5dd299a27f1bbf2a83554ecf,2,44,
50,4,but i'm sure they would have blamed it on apple if they could).,,0,0,1,7,-6,5dd299a27f1bbf2a83554ecf,2,44,
50,5,the person working there understood absolutley none of my concerns.,,0,0,1,7,-6,5dd299a27f1bbf2a83554ecf,2,44,
51,1,"when i was flying from atlanta to chicago, the flight attendant was being kind of rude to everyone who needed help with something when we were all boarding.",,0,0,1,6,-5,60fe07454e6b73453fddc27c,2,19,
51,2,she was dismissive and short with her responses.,,0,0,1,6,-5,60fe07454e6b73453fddc27c,2,19,
51,3,it was not until she realized that my sister went to the same high school as her niece that she loosened up.,,0,0,1,6,-5,60fe07454e6b73453fddc27c,2,19,
51,4,"she started being nicer, but it felt super fake.",,0,0,1,6,-5,60fe07454e6b73453fddc27c,2,19,
52,1,i had a new heating and air unit installed in the summer.,,0,0,1,7,-6,5ba8e80089390100019064ed,1,37,
52,2,"at the time of install, i had them test the heat even though it was warm outside, and i remarked that it didn't seem that hot to me.",,0,0,1,7,-6,5ba8e80089390100019064ed,1,37,
52,3,they assured me it was fine.,,0,0,1,7,-6,5ba8e80089390100019064ed,1,37,
52,4,i then had it serviced prior to winter and was assured it was all good.,['was assured'],1,1,1,7,-6,5ba8e80089390100019064ed,1,37,
52,5,"when it got really cold, it couldn't heat the house, and it turned out that the unit was not installed properly and they had to come out to fix it yet again.",['was not installed'],1,1,1,7,-6,5ba8e80089390100019064ed,1,37,
53,1,i was trying to get a refund for a flight during covid.,,0,0,1,6,-5,610830330f8703acbc7cc9d6,2,27,
53,2,my trip i originally planned got cancelled because of lock  down and delta gave me a voucher for the flight that was good for a  year.,['got cancelled'],1,1,1,6,-5,610830330f8703acbc7cc9d6,2,27,
53,3,fast forward a year and covid is still in full swing.,,0,0,1,6,-5,610830330f8703acbc7cc9d6,2,27,
53,4,i had to spend 5+ hours on hold arguing in order to get a refund instead of losing the credit.,,0,0,1,6,-5,610830330f8703acbc7cc9d6,2,27,
54,1,my mother purchased a gift card for me for an eyeglass purchase/optometry appointment when i was in graduate school for christmas.,,0,0,2,7,-5,61438982b4488a53bfb70f02,2,28,
54,2,"management changed over the next few months, and when i went to redeem it after services, the store manager said they 'no longer used those kinds of gift certificates' and couldn't accept it.",,0,0,2,7,-5,61438982b4488a53bfb70f02,2,28,
54,3,"i expressed frustration, but she said there was nothing she could do.",,0,0,2,7,-5,61438982b4488a53bfb70f02,2,28,
54,4,i was required to pay for the services upfront (hundreds of dollars) and my gift certificate wasn't honored...,"['was required', ""wasn't honored""]",2,1,2,7,-5,61438982b4488a53bfb70f02,2,28,
54,5,i was living off a stipend at the time so this was a pretty big deal,,0,0,2,7,-5,61438982b4488a53bfb70f02,2,28,
55,1,my phone bill was wrong and i had to call my service provider to talk to them about getting it corrected.,,0,0,2,6,-4,5ec1c41a1f98090e8c119332,1,34,
55,2,it was a hassle and i was transferred a few times before getting someone to help me.,['was transferred'],1,1,2,6,-4,5ec1c41a1f98090e8c119332,1,34,
55,3,after a while they did help me and corrected my bill.,,0,0,2,6,-4,5ec1c41a1f98090e8c119332,1,34,
56,1,i was calling about a toll charge that was on my card.,,0,0,2,5,-3,61100ab778044d0fde76dd05,2,22,
56,2,the person did not speak great english and didn't seem to understand what i was saying.,,0,0,2,5,-3,61100ab778044d0fde76dd05,2,22,
56,3,it was hard to communicate with him.,,0,0,2,5,-3,61100ab778044d0fde76dd05,2,22,
56,4,he did not give me a straight answer and i didn't figure out what happened,,0,0,2,5,-3,61100ab778044d0fde76dd05,2,22,
57,1,i used my debit card at a major airport kiosk and my card was immediately compromised.,['was immediately compromised'],1,1,5,6,-1,617066e07dbd3e09855712bb,2,56,no
57,2,while i sat in the airport drinking the coffee i just purchased and watched my bank account blow up with alerts.,,0,0,5,6,-1,617066e07dbd3e09855712bb,2,56,no
57,3,it took a few days for my account to be credited back from the fraudulent activity.,['be credited'],1,1,5,6,-1,617066e07dbd3e09855712bb,2,56,no
58,1,recently i shopped at the grocery store and had a large order.,,0,0,1,7,-6,604fdcd6af4aa7257d4ce23c,2,69,no
58,2, when i got home i found that two of the items i was charged did not make it into the cart.,['was charged'],1,1,1,7,-6,604fdcd6af4aa7257d4ce23c,2,69,no
58,3, i paid for these items and needed them for a recipe.,,0,0,1,7,-6,604fdcd6af4aa7257d4ce23c,2,69,no
58,4,Not a Sentence,,0,0,1,7,-6,604fdcd6af4aa7257d4ce23c,2,69,no
58,5,i called the store and luckily they recorded that the items were never put into the cart and was left at checkout.,"['were never put', 'was left']",2,1,1,7,-6,604fdcd6af4aa7257d4ce23c,2,69,no
58,6,Not a Sentence,,0,0,1,7,-6,604fdcd6af4aa7257d4ce23c,2,69,no
58,7,i was able to go back to the store and get the items at no charge.,,0,0,1,7,-6,604fdcd6af4aa7257d4ce23c,2,69,no
59,1,i had a broken phone and called to get it replaced.,,0,0,3,4,-1,5d8c4b8a6c75740018fd049c,1,25,
59,2,customer service was annoying and unhelpful,,0,0,3,4,-1,5d8c4b8a6c75740018fd049c,1,25,
60,1,my husband and i went to a restaurant and ordered wings with our son.,,0,0,1,7,-6,5e503489f3b86307aff92704,2,27,Thank you
60,2,the waitress came over and took our order.,,0,0,1,7,-6,5e503489f3b86307aff92704,2,27,Thank you
60,3,"after quite some time she never came back, but kept seeing her hang out over across the restaurant.",,0,0,1,7,-6,5e503489f3b86307aff92704,2,27,Thank you
60,4,we waited and eventually she came back and the food was cold and it looked old.,,0,0,1,7,-6,5e503489f3b86307aff92704,2,27,Thank you
60,5,they did not do anything at the time.,,0,0,1,7,-6,5e503489f3b86307aff92704,2,27,Thank you
60,6,"i called later that evening and they offered us a gift card to there location, but sadly i declined because i did not want to go back there.",,0,0,1,7,-6,5e503489f3b86307aff92704,2,27,Thank you
61,1,went to walmart to look for an item.,,0,0,2,6,-4,5b6e9435885b0b0001bb034b,1,25,
61,2,i asked a worker if they knew where the area was for the item and they just ignored me.,,0,0,2,6,-4,5b6e9435885b0b0001bb034b,1,25,
61,3,"i didn't pay too much mind to it until i asked another worker and was greeted with the same response, nothing.",['was greeted'],1,1,2,6,-4,5b6e9435885b0b0001bb034b,1,25,
61,4,"it took me 3 tries just to find someone that was willing to help me look, but eventually i was able to find the item.",,0,0,2,6,-4,5b6e9435885b0b0001bb034b,1,25,
62,1,i used postmates one time and never will again.,,0,0,1,7,-6,60764160ea8fb65a451525e0,2,47,
62,2,i ordered using their website from a local restaurant in my city.,,0,0,1,7,-6,60764160ea8fb65a451525e0,2,47,
62,3,i ordered two entrees and an appetizer and the total was quoted at $35.,['was quoted'],1,1,1,7,-6,60764160ea8fb65a451525e0,2,47,
62,4,this sounded right since the entrees were about $10-$12 each and the appetizer was $6 and of course there are delivery fees.,,0,0,1,7,-6,60764160ea8fb65a451525e0,2,47,
62,5,i ended up being charged $57 for the meal when it was all said and done.,['being charged'],1,1,1,7,-6,60764160ea8fb65a451525e0,2,47,
62,6,i tipped the delivery driver $10 in cash because i used to drive myself and know you have to claim credit card tips.,,0,0,1,7,-6,60764160ea8fb65a451525e0,2,47,
62,7,i couldn't figure out why the cost was so much.,,0,0,1,7,-6,60764160ea8fb65a451525e0,2,47,
62,8,turns out their menu online had incorrect prices for the restaurant and they would  not honor the mistake.,,0,0,1,7,-6,60764160ea8fb65a451525e0,2,47,
62,9,i wrote back and forth with them for days trying to get a refund for about $20 of what i considered being overcharged.,['being overcharged'],1,1,1,7,-6,60764160ea8fb65a451525e0,2,47,
62,10,i will never order from post mates again.,,0,0,1,7,-6,60764160ea8fb65a451525e0,2,47,
62,11,door dash and uber eats have accurate prices and i will use their services instead.,,0,0,1,7,-6,60764160ea8fb65a451525e0,2,47,
63,1,"one time an airline told me loading time is at 730 

and i arrived at the terminal at 730 due to traffic 
and when i went to log in it denied me. 
",,0,0,5,3,2,611426ee0ba8afe2dd686c6e,3,22,
64,1,"some time ago i had a big problem in a store, because i was going to change a product and the employees did not want to accept it, finally we had a long conversation and they accepted the change of the product.",,0,0,4,5,-1,5d5a2bd93296320016eee507,1,36,Nothing at all
65,1,"the company never mailed my items, after i waited for a month.",,0,0,1,7,-6,606a4e5bdd2653423459653a,2,23,
65,2,"i called and explained the situation to a customer service agent, who sent out a new order.",,0,0,1,7,-6,606a4e5bdd2653423459653a,2,23,
66,1,we recently went on a trip with a total of 6 people to florida.,,0,0,1,7,-6,60ff1bffbbd1a9df9b157d0b,2,25,
66,2,we all booked everything separately but booked the same flights.,,0,0,1,7,-6,60ff1bffbbd1a9df9b157d0b,2,25,
66,3,our flights changed about 3 times before our trip.,,0,0,1,7,-6,60ff1bffbbd1a9df9b157d0b,2,25,
66,4,the last time they changed it pushed half of our flights returning home to the next day and half stayed on the same day.,,0,0,1,7,-6,60ff1bffbbd1a9df9b157d0b,2,25,
66,5,this would've caused half of us to get a hotel for an extra night and spend more money.,,0,0,1,7,-6,60ff1bffbbd1a9df9b157d0b,2,25,
66,6,one of our friends called the airline to see what flight we could all 6 fit on so that we could all leave at the same time.,,0,0,1,7,-6,60ff1bffbbd1a9df9b157d0b,2,25,
66,7,we still had to spend an extra night away,,0,0,1,7,-6,60ff1bffbbd1a9df9b157d0b,2,25,
66,8,but at least we got to split the hotel 6 ways instead of 3.,,0,0,1,7,-6,60ff1bffbbd1a9df9b157d0b,2,25,
67,1,i bought a car battery online at walmart to be picked up in the store.,['be picked'],1,1,1,7,-6,578e195416020100010400f4,2,55,Thank you
67,2,Not a Sentence,,0,0,1,7,-6,578e195416020100010400f4,2,55,Thank you
67,3,i was charged a $12 core charge.,['was charged'],1,1,1,7,-6,578e195416020100010400f4,2,55,Thank you
67,4, i went back to walmart with the old battery to get the core charge taken off and refunded.,,0,0,1,7,-6,578e195416020100010400f4,2,55,Thank you
67,5,"they refused to do it because the receipt did not say core charge it said ""miscellaneous fee"".",,0,0,1,7,-6,578e195416020100010400f4,2,55,Thank you
67,6,i had to call 1-800 walmart to get a refund.,,0,0,1,7,-6,578e195416020100010400f4,2,55,Thank you
67,7, they should have been able to handle the refund but they refused.,,0,0,1,7,-6,578e195416020100010400f4,2,55,Thank you
68,1,i was trying to move my old cell phone number from my old carrier to a new cell phone carrier.,,0,0,3,7,-4,58ba380f4cdfd90001778021,1,49,good question
68,2,the old carrier had a block on the old number.,,0,0,3,7,-4,58ba380f4cdfd90001778021,1,49,good question
68,3,as a result i called multiple times and spent roughly 5 hours on the phone with multiple customer support folks.,,0,0,3,7,-4,58ba380f4cdfd90001778021,1,49,good question
68,4,in the end net10 was unable to unlock my old number.,,0,0,3,7,-4,58ba380f4cdfd90001778021,1,49,good question
68,5,i filed multiple complaints and finally just left my old number with,,0,0,3,7,-4,58ba380f4cdfd90001778021,1,49,good question
68,6,Not a Sentence,,0,0,3,7,-4,58ba380f4cdfd90001778021,1,49,good question
69,1,we were notified that we would have an outage of our internet.,['were notified'],1,1,1,7,-6,5f0b70d0a6e95b0f7191183d,2,29,
69,2,"  i work from home, so i called the company to see when it would be to check if i had to make other plans for my work.",,0,0,1,7,-6,5f0b70d0a6e95b0f7191183d,2,29,
69,3,they were unable to tell me a time frame or even a day which it would be out.,,0,0,1,7,-6,5f0b70d0a6e95b0f7191183d,2,29,
69,4, only that it would happen monday or tuesday for up to 4 hours.,,0,0,1,7,-6,5f0b70d0a6e95b0f7191183d,2,29,
69,5,  this was really upsetting for me because i count on good internet to do my job effectively.,,0,0,1,7,-6,5f0b70d0a6e95b0f7191183d,2,29,
70,1,there is a certain thing with our internet.,,0,0,1,7,-6,60fab1b96bd45f60d1b053dc,2,59,no
70,2, it is called packet loss and makes video games in particular go slow.,['is called'],1,1,1,7,-6,60fab1b96bd45f60d1b053dc,2,59,no
70,3,Not a Sentence,,0,0,1,7,-6,60fab1b96bd45f60d1b053dc,2,59,no
70,4,it's always the same problem.,,0,0,1,7,-6,60fab1b96bd45f60d1b053dc,2,59,no
70,5, a node down the street.,,0,0,1,7,-6,60fab1b96bd45f60d1b053dc,2,59,no
70,6, but each time this happens the company gives us the run around.,,0,0,1,7,-6,60fab1b96bd45f60d1b053dc,2,59,no
71,1,i failed a test.,,0,0,6,3,3,5f4c4dd50a92c286c1972f06,2,25,
71,2,i had to retake it.,,0,0,6,3,3,5f4c4dd50a92c286c1972f06,2,25,
71,3,i dictated if i could continue with graduate school.,,0,0,6,3,3,5f4c4dd50a92c286c1972f06,2,25,
71,4,and it made me feel really dumb and silly,,0,0,6,3,3,5f4c4dd50a92c286c1972f06,2,25,
72,1,we (my husband and i) ordered some gummies online in a 60 pack.,,0,0,1,5,-4,60fda89974295b41057b6778,1,24,
72,2,"the package never was delivered, and when we got in contact with customer service we were sent a 6 pack instead of the 60 pack.","['was delivered', 'were sent']",2,1,1,5,-4,60fda89974295b41057b6778,1,24,
73,1,i recently bought an office chair mat from amazon.,,0,0,1,7,-6,616c4f1eacaf6dcc36160230,1,50,
73,2,it was a very poor-quality mat.,,0,0,1,7,-6,616c4f1eacaf6dcc36160230,1,50,
73,3,it was a great hassle to roll the mat back up and fit it in the box it came in.,,0,0,1,7,-6,616c4f1eacaf6dcc36160230,1,50,
73,4,i received my money back.,,0,0,1,7,-6,616c4f1eacaf6dcc36160230,1,50,
73,5,i complained to the mat company and they said that there was nothing else they could do.,,0,0,1,7,-6,616c4f1eacaf6dcc36160230,1,50,
73,6,"but, they wanted me to remove my negative review.",,0,0,1,7,-6,616c4f1eacaf6dcc36160230,1,50,
73,7,so i emailed the company back and said i was not going to remove the bad review.,,0,0,1,7,-6,616c4f1eacaf6dcc36160230,1,50,
74,1,i had some fraud on my account and it was not the first time that it happened.,,0,0,3,7,-4,5d463e632f66d00016120742,1,23,
74,2,the company immediately apologized and said they would get it worked out.,,0,0,3,7,-4,5d463e632f66d00016120742,1,23,
74,3,"however, i was very discouraged and upset for the repetitive nature of the fraud.",,0,0,3,7,-4,5d463e632f66d00016120742,1,23,
74,4,after explaining my concerns the bank offered to make it right.,,0,0,3,7,-4,5d463e632f66d00016120742,1,23,
74,5,"the bank offered me interest free rates, a credit, and opened up a completely new account for me.",,0,0,3,7,-4,5d463e632f66d00016120742,1,23,
75,1,my negative service was with my own bank.,,0,0,1,7,-6,6014461d8a3f5a40f7a7b8c8,1,30,
75,2,"my bank would close off transactions for me when i went out of town for me(the actual bank account owner, and bank card holder).",,0,0,1,7,-6,6014461d8a3f5a40f7a7b8c8,1,30,
75,3,"so that means if i traveled, i had to take out cash which was fine with me.",,0,0,1,7,-6,6014461d8a3f5a40f7a7b8c8,1,30,
75,4,"well, a few months later i found out someone was able to use my own bank card at the other end of the united states easily, and freely to get an air b&b.",,0,0,1,7,-6,6014461d8a3f5a40f7a7b8c8,1,30,
75,5,"i called my bank, and asked them about this and they told me it was my problem, and i had to file a complaint with the hotel that they stayed at with my own card.",,0,0,1,7,-6,6014461d8a3f5a40f7a7b8c8,1,30,
75,6,"if that was me trying to get a hotel out of town, it would've never went through, but it went through for some random guy at the end of the earth basically.",,0,0,1,7,-6,6014461d8a3f5a40f7a7b8c8,1,30,
76,1,i ordered skin products and had them delivered to my old addr by mistake.,,0,0,5,5,0,582627e157062600014023a1,1,35,
76,2,they were delivered and i never received the product.,['were delivered'],1,1,5,5,0,582627e157062600014023a1,1,35,
76,3,i contacted the company and they stated there was nothing they could do to re-send my order since it was my mistake.,,0,0,5,5,0,582627e157062600014023a1,1,35,
76,4,i had been a loyal customer for many years and felt that good customer service would be to re-ship the order.,,0,0,5,5,0,582627e157062600014023a1,1,35,
76,5,i informed them that this was the last time i would be doing business with them and will not use their products again.,,0,0,5,5,0,582627e157062600014023a1,1,35,
76,6,the customer service was very unsympathetic or accomodating.,,0,0,5,5,0,582627e157062600014023a1,1,35,
77,1,i ordered something from a third-party vendor on amazon.,,0,0,1,7,-6,6107720cff13015082b48f4a,1,22,
77,2,the scheduled delivery date was 2 weeks.,,0,0,1,7,-6,6107720cff13015082b48f4a,1,22,
77,3,"after 2 weeks, i checked the tracker and saw that my order was yet to be fulfilled.",['be fulfilled'],1,1,1,7,-6,6107720cff13015082b48f4a,1,22,
77,4,i reached out to the third party who told me they had no record of the purchase.,,0,0,1,7,-6,6107720cff13015082b48f4a,1,22,
77,5,"however, my debit card was charged.",['was charged'],1,1,1,7,-6,6107720cff13015082b48f4a,1,22,
77,6,"i had to go through the returns process and deal with that hassle, and i still never got my product.",,0,0,1,7,-6,6107720cff13015082b48f4a,1,22,
77,7,at least i eventually got my money back.,,0,0,1,7,-6,6107720cff13015082b48f4a,1,22,
78,1,the most recent i can think of is at starbucs.,,0,0,3,5,-2,5a9da47e89de8200013f2277,2,36,
78,2,i ordered two items- one drink and one food.,,0,0,3,5,-2,5a9da47e89de8200013f2277,2,36,
78,3,i also used some points to redeem.,,0,0,3,5,-2,5a9da47e89de8200013f2277,2,36,
78,4,i think there may have been a technical issue or perhaps the cashier didn't ring in my order correctly.,,0,0,3,5,-2,5a9da47e89de8200013f2277,2,36,
78,5," nonetheless, i got my drink and then waited a long time without the food.",,0,0,3,5,-2,5a9da47e89de8200013f2277,2,36,
78,6, eventually i went and spoke to someone else and they did end up giving me the item,,0,0,3,5,-2,5a9da47e89de8200013f2277,2,36,
79,1,"some time ago i had a negative experience when ordering a takeaway, i was treated rudely by the employee and when i got home and saw my food i discovered that it had been tampered with and had some kind of foreign substance","['was treated', 'had been tampered']",2,1,2,6,-4,615efd1df11a7d21f0f12f68,2,33,
80,1,"some time ago i had a serious problem with my trusted airline, i bought a ticket online in first class for a business trip i was going to make but the day of the trip when i checked all my data my ticket had been assigned to the cheapest class which annoyed me a lot, apparently the system had suffered an error and my ticket had been assigned wrongly, it took a few hours before the problem was solved.","['had been assigned', 'had been assigned', 'was solved']",3,1,1,7,-6,5e1bfb604231d840ef7103d8,1,34,
81,1,"i had received a payment through an app, and it would not transfer.",,0,0,1,7,-6,5f56c18c1766951352701182,2,30,No.
81,2,the customer service was quite rude and basically told me i was lying.,,0,0,1,7,-6,5f56c18c1766951352701182,2,30,No.
81,3,"after a lot of back and forth, my husband, not the customer service rep, found out how to fix it.",,0,0,1,7,-6,5f56c18c1766951352701182,2,30,No.
81,4,i lost all respect for them.,,0,0,1,7,-6,5f56c18c1766951352701182,2,30,No.
82,1,i was told a package would arrive today..,['was told'],1,1,1,5,-4,5b4d39f2d4c93b00019c8217,1,57,
82,2,it didnt i called the company,,0,0,1,5,-4,5b4d39f2d4c93b00019c8217,1,57,
82,3,and they said it would be here the next day.,,0,0,1,5,-4,5b4d39f2d4c93b00019c8217,1,57,
82,4,Not a Sentence,,0,0,1,5,-4,5b4d39f2d4c93b00019c8217,1,57,
82,5,it did not arrive.,,0,0,1,5,-4,5b4d39f2d4c93b00019c8217,1,57,
82,6,Not a Sentence,,0,0,1,5,-4,5b4d39f2d4c93b00019c8217,1,57,
82,7,it arrived a week later.,,0,0,1,5,-4,5b4d39f2d4c93b00019c8217,1,57,
82,8,Not a Sentence,,0,0,1,5,-4,5b4d39f2d4c93b00019c8217,1,57,
82,9,i was upset.,,0,0,1,5,-4,5b4d39f2d4c93b00019c8217,1,57,
82,10, the company offered me a free month of membership to their club,,0,0,1,5,-4,5b4d39f2d4c93b00019c8217,1,57,
83,1,i've had an issue where my packages are getting delivered into my closed backyard.,['are getting delivered'],1,1,2,6,-4,614e4d6c3ee9ec6679f47769,1,23,no
83,2,the couriers are opening my gate and walking up to my backdoor.,,0,0,2,6,-4,614e4d6c3ee9ec6679f47769,1,23,no
83,3,i've reached out to the online companies that sold the products and they were able to make notes on my account to not deliver it like that anymore.,,0,0,2,6,-4,614e4d6c3ee9ec6679f47769,1,23,no
84,1,my friends and i went to a nice restaurant over the weekend and had multiple issues with the service.,,0,0,1,7,-6,5ee017103409e1371735c44d,2,21,
84,2,we ordered drinks and gave them our ids to scan.,,0,0,1,7,-6,5ee017103409e1371735c44d,2,21,
84,3,they came back and told us that one of the ids didn't scan because there was a crease in it.,,0,0,1,7,-6,5ee017103409e1371735c44d,2,21,
84,4,we couldn't see the crease,,0,0,1,7,-6,5ee017103409e1371735c44d,2,21,
84,5,but she was unable to order the drink.,,0,0,1,7,-6,5ee017103409e1371735c44d,2,21,
84,6,"then, yesterday, i checked the receipt and found they had still charged us for the third drink that they wouldn't let us order.",,0,0,1,7,-6,5ee017103409e1371735c44d,2,21,
85,1,i went to a restaurant and order a burger cooked medium well.,,0,0,1,7,-6,62380ab6517492bc2e9383db,2,20,
85,2,"when i got the burger, it was cooked extremely well done.",['was cooked'],1,1,1,7,-6,62380ab6517492bc2e9383db,2,20,
85,3,i told the waiter and he took it back to the kitchen to get it remade.,,0,0,1,7,-6,62380ab6517492bc2e9383db,2,20,
85,4,"when the new burger came out, it was extremely rare.",,0,0,1,7,-6,62380ab6517492bc2e9383db,2,20,
85,5,i had to have the burger get fixed 3 times.,['get fixed'],1,1,1,7,-6,62380ab6517492bc2e9383db,2,20,
86,1,i changed jobs and my new insurance information wasn't filed properly.,"[""wasn't filed""]",1,1,2,7,-5,5f4958904191764a50b19320,2,27,
86,2,"i was able to get it resolved with my main insurance company, but the part that handled prescriptions was with another company that was really ineffective.",,0,0,2,7,-5,5f4958904191764a50b19320,2,27,
86,3,i had to call the prescription company several times because i needed proof of coverage.,,0,0,2,7,-5,5f4958904191764a50b19320,2,27,
86,4,"the most frustrating time, i called to confirm my account number to input instead of my card that wasn't sent yet, and they said they didn't know how to look it up.","[""wasn't sent""]",1,1,2,7,-5,5f4958904191764a50b19320,2,27,
87,1,i will never forget a time i was flying on an airplane and i had some trouble getting my dog carrier under the seat in front of me.,,0,0,5,5,0,5c2fd11610677f0001dd7efc,2,30,
87,2,the first flight attendant was extremely rude and said if i couldn't get him under i would need to leave the flight.,,0,0,5,5,0,5c2fd11610677f0001dd7efc,2,30,
87,3,this of course was super upsetting to hear because flying with a dog is stressful enough.,,0,0,5,5,0,5c2fd11610677f0001dd7efc,2,30,
87,4,"i was struggling and felt like i was holding up the entire flight and didn't want to be ""that"" person.",,0,0,5,5,0,5c2fd11610677f0001dd7efc,2,30,
87,5,"finally, another flight attendant came and helped me get it under.",,0,0,5,5,0,5c2fd11610677f0001dd7efc,2,30,
87,6,"if it hadn't been for them, i would've had to leave the flight.",,0,0,5,5,0,5c2fd11610677f0001dd7efc,2,30,
88,1,i was trying to check if a product was still available in stores at target.,,0,0,1,6,-5,610c9459dff6149cf0de51ee,1,22,
88,2,"unfortunately, the employee who i was connected with was very rude.",['was connected'],1,1,1,6,-5,610c9459dff6149cf0de51ee,1,22,
88,3,he spent his time talking to other employees instead of me.,,0,0,1,6,-5,610c9459dff6149cf0de51ee,1,22,
88,4,"in the end, all he said was that the product wasn't there.",,0,0,1,6,-5,610c9459dff6149cf0de51ee,1,22,
88,5,"however, it took too much unnecessary time to get to that point.",,0,0,1,6,-5,610c9459dff6149cf0de51ee,1,22,
89,1,i had a mistake with the credit card company once.,,0,0,4,4,0,5c675fad8f100a000107e249,1,21,
89,2,i accidentally purchased the wrong item.,,0,0,4,4,0,5c675fad8f100a000107e249,1,21,
89,3,it took weeks to resolve.,,0,0,4,4,0,5c675fad8f100a000107e249,1,21,
89,4,i just had a burning hole in my pocket until the bureaucracy could help.,,0,0,4,4,0,5c675fad8f100a000107e249,1,21,
90,1,"i was at walmart to buy gloves for my child, and i picked up a few extra things since i was there.",,0,0,2,6,-4,5ce2f6723f8060000109feab,2,44,
90,2," when i got to check out, the gloves didn't have a price tag so the cashier set them aside.",,0,0,2,6,-4,5ce2f6723f8060000109feab,2,44,
90,3,Not a Sentence,,0,0,2,6,-4,5ce2f6723f8060000109feab,2,44,
90,4,he totaled the other items and then told me that i would have to get another pair of gloves and wait in line again if i wanted to buy the gloves.,,0,0,2,6,-4,5ce2f6723f8060000109feab,2,44,
90,5, i left the whole order and went to another store to buy the gloves.,,0,0,2,6,-4,5ce2f6723f8060000109feab,2,44,
91,1,i ordered a gift card by redeeming some cashback credits on a credit card and the gift card was to be sent to me in the mail.,['be sent'],1,1,1,6,-5,5ddecf14d3ac2affdc8df54c,2,53,
91,2,"it was around christmas time and i intended to give the gift card as a gift, but i never received it in the mail.",,0,0,1,6,-5,5ddecf14d3ac2affdc8df54c,2,53,
91,3,"the credit card company indicated it was definitely mailed out but they didn't have a tracking number and thus there was no way to track it to prove it wasn't received by me, and the company wouldn't return my cashback credits to my account.","['was definitely mailed', ""wasn't received""]",2,1,1,6,-5,5ddecf14d3ac2affdc8df54c,2,53,
91,4,i ended up losing the cashback equivalent to the gift card and received no gift card or replacement gift card from the company.,,0,0,1,6,-5,5ddecf14d3ac2affdc8df54c,2,53,
92,1,citi credit card did not post a payment.,,0,0,1,7,-6,6029acb673830e93bcc9230f,1,70,
92,2,"when called, they said they were changing banks, and would look in too it.",,0,0,1,7,-6,6029acb673830e93bcc9230f,1,70,
